CTS,,,,,,,,,,
Test Date,ABI,Module,Test,result,Detail,desc,F/W ver,TestTool ver,SecurityPatch,SDK ver
2025-05-16,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testBackgroundActivity_withinGracePeriod_isNotBlocked,pass,java.lang.AssertionError: Should be able to launch background activity,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testPendingIntentActivity_appAIsForeground_isNotBlocked,pass,java.lang.AssertionError: Not able to launch background activity,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testPendingIntentBroadcastTimeout_delay1s,pass,java.lang.AssertionError: expected:&lt;true&gt; but was:&lt;false&gt;,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testBalOptInBindToService_whenOptedIn_allowsActivityStarts,pass,activity should be focused within 3000ms,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testPendingIntentBroadcastTimeout_noDelay,pass,java.lang.AssertionError: expected:&lt;true&gt; but was:&lt;false&gt;,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testActivityFromBgActivityInFgTask_isNotBlocked,pass,org.junit.ComparisonFailure: The background activity must be able to launch from a visible task expected:&lt;...ckgroundactivity.app[a/.Back]groundActivity&gt; but was:&lt;...ckgroundactivity.app[b/.Fore]groundActivity&gt;,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerDeviceTestCases,android.server.wm.TaskFragmentOrganizerPolicyTest#testStartAnotherAppActivityInTaskFragment,pass,java.lang.NullPointerException: Attempt to invoke virtual method 'boolean java.lang.String.equals(java.lang.Object)' on a null object reference,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerDeviceTestCases,android.server.wm.TaskFragmentOrganizerPolicyTest#testStartAnotherAppActivityWithEmbeddedTaskFragments,pass,java.lang.NullPointerException: Attempt to invoke virtual method 'boolean java.lang.String.equals(java.lang.Object)' on a null object reference,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerDeviceTestCases,android.server.wm.TaskFragmentOrganizerPolicyTest#testStartActivityFromAnotherProcessInNewTask_ThrowException,pass,java.lang.NullPointerException: Attempt to invoke virtual method 'boolean java.lang.String.equals(java.lang.Object)' on a null object reference,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerDeviceTestCases,android.server.wm.TaskFragmentOrganizerPolicyTest#testStartActivityInTaskFragment_organizedTaskFragment,pass,java.lang.NullPointerException: Attempt to invoke virtual method 'boolean java.lang.String.equals(java.lang.Object)' on a null object reference,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsWindowManagerDeviceTestCases,android.server.wm.TaskFragmentOrganizerPolicyTest#testStartAnotherAppActivityInTaskFragment,pass,java.lang.NullPointerException: Attempt to invoke virtual method 'boolean java.lang.String.equals(java.lang.Object)' on a null object reference,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsWindowManagerDeviceTestCases,android.server.wm.TaskFragmentOrganizerPolicyTest#testStartAnotherAppActivityWithEmbeddedTaskFragments,pass,java.lang.NullPointerException: Attempt to invoke virtual method 'boolean java.lang.String.equals(java.lang.Object)' on a null object reference,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsWindowManagerDeviceTestCases,android.server.wm.TaskFragmentOrganizerPolicyTest#testStartActivityFromAnotherProcessInNewTask_ThrowException,pass,java.lang.NullPointerException: Attempt to invoke virtual method 'boolean java.lang.String.equals(java.lang.Object)' on a null object reference,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsWindowManagerDeviceTestCases,android.server.wm.TaskFragmentOrganizerPolicyTest#testStartActivityInTaskFragment_organizedTaskFragment,pass,java.lang.NullPointerException: Attempt to invoke virtual method 'boolean java.lang.String.equals(java.lang.Object)' on a null object reference,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWrapHwasanTestCases,,incomplete,,"arm64 fail >> apk install >> testing fail (sys crash?) >> synap, google reviewing",204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsHdmiCecHostTestCases,android.hdmicec.cts.common.HdmiCecInvalidMessagesTest#cect_IgnoreBroadcastedFromSameSource,pass,android.hdmicec.cts.error.CecClientWrapperException: Could not find CEC message ACTIVE_SOURCE,cec patch(cec bootup option false) >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-26,arm64-v8a,CtsAttributionSourceTestCases,android.attributionsource.cts.RuntimePermissionsAppOpTrackingTest#testMicRecognitionMicRecoWithAttribution,pass,expected: true,"NF setting >> inno assistance mgn force stop >> PASS
android/vendor/innopia/apps/InnoAssistantManagerService/src/com/innopia/assistant/manager/AssistantManagerServiceImpl.java",,,,
2025-05-26,arm64-v8a,CtsDevicePolicyTestCases,android.devicepolicy.cts.AccountTest#noIncompatibleAccounts,pass,"Preconfigured accounts must have the feature android.account.DEVICE_OR_PROFILE_OWNER_ALLOWED (and not have the feature android.account.DEVICE_OR_PROFILE_OWNER_DISALLOWED) to enable compatibility with Android Enterprise
expected to be empty
but was: [AccountReference{user=User{id=0, name=Owner},account=Account {name=innoiktest@gmail.com, type=com.google}}]
        at android.devicepolicy.cts.AccountTest.noIncompatibleAccounts(AccountTest.java:54)",account all remove >> Retry >> PASS,,,,
2025-05-26,armeabi-v7a,CtsDevicePolicyTestCases,android.devicepolicy.cts.AccountTest#noIncompatibleAccounts,pass,"Preconfigured accounts must have the feature android.account.DEVICE_OR_PROFILE_OWNER_ALLOWED (and not have the feature android.account.DEVICE_OR_PROFILE_OWNER_DISALLOWED) to enable compatibility with Android Enterprise
expected to be empty
but was: [AccountReference{user=User{id=0, name=Owner},account=Account {name=innoiktest@gmail.com, type=com.google}}]
        at android.devicepolicy.cts.AccountTest.noIncompatibleAccounts(AccountTest.java:54)",account all remove >> Retry >> PASS,,,,
2025-05-26,arm64-v8a,CtsHdmiCecHostTestCases,android.hdmicec.cts.common.HdmiCecSystemStandbyTest#cect_HandleBroadcastStandby,pass,"MultipleFailureException, There were 2 errors:","tv change, , cec turn on/off OFF , Input ON, switch ON >> retry >> PASS",,,,
2025-05-26,arm64-v8a,CtsViewTestCases,android.view.cts.input.InputDeviceKeyLayoutMapTest#testLayoutKeyEvents,pass,java.lang.AssertionError: Did not receive KEYCODE_NUMPAD_RIGHT_PAREN,assitant select app >> disable >> PASS // keycode code change needed,,,,
2025-05-26,armeabi-v7a,CtsViewTestCases,android.view.cts.input.InputDeviceKeyLayoutMapTest#testLayoutKeyEvents,pass,java.lang.AssertionError: Did not receive KEYCODE_BUTTON_5,assitant select app >> disable >> PASS // keycode code change needed,,,,
2025-05-16,arm64-v8a,CtsHdmiCecHostTestCases,android.hdmicec.cts.common.HdmiCecPowerStatusTest#cect_hf4_6_8_userControlPressed_powerOn,pass,Device wakefulness is Asleep but expected to be Awake,cec patch(cec bootup option false) >> retry >> PASS,,,,
2025-05-16,arm64-v8a,CtsHdmiCecHostTestCases,android.hdmicec.cts.playback.HdmiCecDeviceSelectForPlaybackTest#cectDeviceSelectSameSource,pass,android.hdmicec.cts.error.CecClientWrapperException: Could not find CEC message ACTIVE_SOURCE,cec patch(cec bootup option false) >> retry >> PASS,,,,
2025-05-16,arm64-v8a,CtsHdmiCecHostTestCases,android.hdmicec.cts.playback.HdmiCecOneTouchPlayTest#cect_PairingActivity_OneTouchPlay,pass,android.hdmicec.cts.error.CecClientWrapperException: Could not find CEC message ACTIVE_SOURCE,cec patch(cec bootup option false) >> retry >> PASS,,,,
2025-05-16,arm64-v8a,CtsHdmiCecHostTestCases,android.hdmicec.cts.playback.HdmiCecOneTouchPlayTest#cect_11_2_1_1_OneTouchPlay,pass,android.hdmicec.cts.error.CecClientWrapperException: Could not find CEC message ACTIVE_SOURCE,cec patch(cec bootup option false) >> retry >> PASS,,,,
2025-05-16,arm64-v8a,CtsHdmiCecHostTestCases,android.hdmicec.cts.playback.HdmiCecPowerStatusTest#cect_hf4_6_7_setStreamPath_powerOn,pass,Device wakefulness is Asleep but expected to be Awake,cec patch(cec bootup option false) >> retry >> PASS,,,,
2025-05-16,arm64-v8a,CtsHdmiCecHostTestCases,android.hdmicec.cts.playback.HdmiCecRemoteControlPassThroughTest#cect_sendVolumeKeyPressToTv,pass,android.hdmicec.cts.error.CecClientWrapperException: Could not find CEC message USER_CONTROL_PRESSED,cec patch(cec bootup option false) >> retry >> PASS,,,,
2025-05-16,arm64-v8a,CtsHdmiCecHostTestCases,android.hdmicec.cts.playback.HdmiCecTvPowerToggleTest#cectTvPowerToggleTest_asleep_tvOff,pass,android.hdmicec.cts.error.CecClientWrapperException: Could not find CEC message ACTIVE_SOURCE,cec patch(cec bootup option false) >> retry >> PASS,,,,
2025-05-16,arm64-v8a,CtsHdmiCecHostTestCases,android.hdmicec.cts.playback.HdmiCecWakeupTest#cectOtpOnWakeupWhenPowerControlModeToBroadcast,pass,android.hdmicec.cts.error.CecClientWrapperException: Could not find CEC message ACTIVE_SOURCE,cec patch(cec bootup option false) >> retry >> PASS,,,,
2025-05-16,arm64-v8a,CtsHdmiCecHostTestCases,android.hdmicec.cts.playback.HdmiCecWakeupTest#cectOtpOnWakeupWhenPowerControlModeToTv,pass,android.hdmicec.cts.error.CecClientWrapperException: Could not find CEC message ACTIVE_SOURCE,cec patch(cec bootup option false) >> retry >> PASS,,,,
2025-05-16,arm64-v8a,CtsHdmiCecHostTestCases,android.hdmicec.cts.playback.HdmiCecWakeupTest#cectOtpOnWakeupWhenPowerControlModeToTvAndAudioSystem,pass,android.hdmicec.cts.error.CecClientWrapperException: Could not find CEC message ACTIVE_SOURCE,cec patch(cec bootup option false) >> retry >> PASS,,,,
